movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_584850,584850,tt8108274,Q19807569,तानाजी: द अनसंग वॉरियर,135,hi,"When Aurangzeb recruits his trusted soldier Udaybhan to control the Kondhana fort, Shivaji's military leader Tanhaji Malusare and his army of Maratha warriors set out to recapture the fortress.",/fZhgcUVwV7ocglL5XDq4ygsfXqD.jpg,https://www.hotstar.com/ca,The Unsung Warrior,Released,0.8837,6.408,87
mov_tmdb_613504,613504,tt10362466,Q66498260,After We Collided,105,en,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,,Can love overcome the past?,Released,7.7524,7.15,5475
mov_tmdb_607313,607313,tt10773090,Q65052126,సరిలేరు నీకెవ్వరు,169,te,A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,/66MSawKC7nkqjD1BMlQHXl6y3C.jpg,,,Released,1.5711,5.906,64
mov_tmdb_425001,425001,tt4532038,Q25999873,The War with Grandpa,98,en,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",/ltyARDw2EFXZ2H2ERnlEctXPioP.jpg,https://warwithgrandpa.com/,Old school vs new cool.,Released,2.9038,6.437,1067
mov_tmdb_581392,581392,tt8850222,Q65061643,반도,116,ko,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,/eeqvAzCccAZOhU3RfbvHB3s44S6.jpg,https://www.wellgousa.com/films/train-to-busan-presents-peninsula,Escape the apocalypse.,Released,7.4947,6.718,2603
mov_tmdb_458576,458576,tt6475714,Q56906869,Monster Hunter,103,en,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,https://www.sonypictures.com/movies/monsterhunter,"Behind our world, there is another.",Released,5.2207,6.511,3593
mov_tmdb_443791,443791,tt5774060,Q33105130,Underwater,95,en,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,https://www.20thcenturystudios.com/movies/underwater,7 miles below the ocean surface something has awakened,Released,6.0057,6.288,3504
mov_tmdb_338762,338762,tt1634106,Q56033171,Bloodshot,110,en,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",/8WUVHemHFH2ZIP6NWkwlHWsyrEL.jpg,https://www.sonypictures.com/movies/bloodshot,Being a superhero is in his blood.,Released,3.9885,6.679,5275
mov_tmdb_625568,625568,tt10059518,Q85811980,Unhinged,90,en,"Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",/xfIcONZO4AiWpzm3jEpbR4llzVX.jpg,https://www.unhingedmovie.com/,He can happen to anyone.,Released,3.7272,6.427,2532
mov_tmdb_581526,581526,tt12763920,Q93739110,다만 악에서 구하소서,108,ko,"A retired contract killer goes on a bloody rampage when a young girl finds herself at the mercy of gangland human traffickers and only one man can come to her rescue, with an arsenal of weapons and years of experience in the art of killing.",/hngKHgBHRD5nbTx92zatBC6eMSP.jpg,,Beginning of a dead end chase.,Released,3.0776,6.871,234
mov_tmdb_628241,628241,tt9537292,Q65057760,అల వైకుంఠపురములో,165,te,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.",/2rzORJaegE2bbKNVkQXbZCeV0BP.jpg,,,Released,1.9829,6.6,111
mov_tmdb_514207,514207,tt8060328,Q55655546,Вторжение,129,ru,"Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?",/eNkewJGOW44OznlnfXA8ewWPPmI.jpg,,,Released,4.5577,6.861,895
mov_tmdb_385103,385103,tt3152592,Q23999279,Scoob!,94,en,"In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",/jHo2M1OiH9Re33jYtUQdfzPeUkx.jpg,https://www.scoob.movie/,Mystery loves company.,Released,3.9651,6.993,1817
mov_tmdb_589754,589754,tt13606158,Q63981637,Последний богатырь: Корень зла,120,ru,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",/5VJSIAhSn4qUsg5nOj4MhQhF5wQ.jpg,,,Released,2.2133,6.699,206
mov_tmdb_526019,526019,tt7545266,Q57779949,Like a Boss,83,en,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.",/yce0CZPWd0GGudksRJi8p4gDj1M.jpg,https://www.paramountmovies.com/movies/like-a-boss,The world of beauty is about to get ugly.,Released,2.2041,6.204,670
mov_tmdb_556678,556678,tt9214832,Q65091224,Emma.,125,en,"In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends.",/uHpHzbHLSsVmAuuGuQSpyVDZmDc.jpg,https://www.focusfeatures.com/emma,Love knows best.,Released,4.4887,7.01,1973
mov_tmdb_542224,542224,tt9086228,Q63994491,Gretel & Hansel,87,en,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",/mBBBXseq4k4dI63k06XIrsc02j8.jpg,https://gretelandhanselthemovie.com/,A grim fairy tale.,Released,2.7635,6.025,1581
mov_tmdb_580175,580175,tt10288566,Q69303989,Druk,117,da,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,/aDcIt4NHURLKnAEu7gow51Yd00Q.jpg,http://www.samuelgoldwynfilms.com/another-round/,What is youth? A dream. What is love? The content of the dream.,Released,5.4577,7.627,3800
mov_tmdb_600354,600354,tt10272386,Q65066669,The Father,97,en,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,https://www.sonyclassics.com/film/thefather,,Released,5.5026,8.094,3663
mov_tmdb_589049,589049,tt7798646,Q63728411,The Photograph,106,en,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",/cdqZqIcWt0Ne2Io2OA9iWqqMuCA.jpg,https://www.thephotographmovie.com/,,Released,1.3126,6.311,219
mov_tmdb_582014,582014,tt9620292,Q62595383,Promising Young Woman,114,en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,https://www.focusfeatures.com/promising-young-woman,Revenge never looked so promising.,Released,5.0035,7.386,3741
mov_tmdb_555974,555974,tt9173418,Q61664894,Brahms: The Boy II,87,en,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",/swTC1DSZcvdxTOzmAKrtoUUPiDW.jpg,,He's made a friend.,Released,3.6228,5.875,1311
mov_tmdb_492611,492611,tt7510346,Q52151357,The Turning,94,en,"A young woman quits her teaching job to become a private tutor and governess for two wealthy young kids, but soon starts to suspect there’s more to their house than meets the eye.",/uiMHiHp9eAjJty8rddoUnL9G5fU.jpg,https://www.uphe.com/movies/the-turning,Watch the children with care.,Released,2.4258,5.709,1035
mov_tmdb_594669,594669,tt8366590,Q72398161,बाघी ३,144,hi,A man embarks on a bloody rampage to save his kidnapped brother.,/14nxzkz2ZE0BXoywF6UnP5rjfcL.jpg,,This time He's up against a Nation,Released,2.5273,6.3,126
mov_tmdb_551804,551804,tt10919380,Q73536996,Freaky,102,en,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg,https://www.freaky.movie/,Basic switch. Killer new look.,Released,2.3699,6.558,1864
mov_tmdb_651881,651881,tt10196398,Q64019350,Adieu les cons,87,fr,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",/iEzAKYpwdfFprRV39B7GxJoz9LV.jpg,,,Released,1.8874,7.178,957
mov_tmdb_585244,585244,tt9779516,Q66828805,I Still Believe,115,en,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,/dqA2FCzz4OMmXLitKopzf476RVB.jpg,https://www.lionsgate.com/movies/i-still-believe,One love can change your life.,Released,7.0746,7.561,1237
mov_tmdb_668742,668742,tt11506284,Q98033877,Padre no hay más que uno 2: la llegada de la suegra,96,es,The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.,/rwPb2AfNzQXjb8sUM6mCzMvN5T3.jpg,,,Released,0.7406,7.5,574
mov_tmdb_529485,529485,tt8544498,Q58928205,The Way Back,108,en,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,,Every loss is another fight.,Released,2.111,6.626,1337
mov_tmdb_614696,614696,tt10620868,Q85740993,#살아있다,98,ko,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",/lZPvLUMYEPLTE2df1VW5FHTYC8N.jpg,,You must survive.,Released,4.2376,7.214,2068
mov_tmdb_571384,571384,tt8004664,Q65049519,Come Play,97,en,"Oliver, a lonely autistic boy, seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy's devices against him, his parents must fight to save their son from the monster beyond the screen.",/9jy9OzZi0Oy8Hdv603QWujbfCwx.jpg,https://www.focusfeatures.com/come-play,He's good at taking friends.,Released,1.9781,6.398,748
mov_tmdb_581032,581032,tt6878306,Q73537408,News of the World,118,en,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",/fYQCgVRsQTEfUrP7cW5iAFVYOlh.jpg,https://www.universalpictures.com/movies/news-of-the-world,Find where you belong.,Released,2.8495,6.919,1949
mov_tmdb_644712,644712,tt9648672,Q62023603,Street Dancer 3D,146,hi,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",/mnsoKSS6EZNB7y2kEzXHdLm1U0E.jpg,,,Released,1.1049,6.6,45
mov_tmdb_514847,514847,tt8244784,Q62720813,The Hunt,90,en,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,https://www.thehunt.movie/,Only designated people may be hunted at the manor.,Released,9.5551,6.648,3699
mov_tmdb_665358,665358,tt9199374,Q85812460,ഉറിയടി,136,ml,Uriyadi is a Malayalam movie starring Aju Varghese and Manasa Radhakrishnan in prominent roles. It is a comedy drama directed by A J Varghese.,/j1hXOJDY0NR9Cu6EBSwwWSH1wZs.jpg,,An ADI can change your life,Released,0.2255,6.0,2
mov_tmdb_661043,661043,tt9877170,Q62020357,मलंग,135,hi,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",/gzGhNHThcTLQ87xqBIbO834lbgs.jpg,,Unleash The Madness,Released,0.7248,7.0,65
mov_tmdb_613377,613377,tt11206302,Q97152456,30 Jours Max,87,fr,"Rayane is a scared and clumsy young cop who is constantly mocked by other cops. The day his doctor wrongly tells him that he has only thirty days to live, he understands that this is his last chance to become a hero within his police station and impress his colleague Stéphanie. The eternal fearful man then turns into a real hothead who will take all the risks to catch a big drug lord...",/pWacsD87962qkDniAz1odA7mGRI.jpg,,,Released,2.6567,5.539,408
mov_tmdb_702525,702525,tt9204164,Q98079445,Bigfoot Family,97,en,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",/vn7sNO6CD8FBHBEVcOiNv08mjy1.jpg,,The truth is out there… and it’s big!,Released,2.4484,7.126,235
mov_tmdb_575089,575089,tt8959680,Q60686176,一秒钟,104,zh,A movie fan escapes from a labour camp during the Chinese Cultural Revolution and strikes up a relationship with a homeless female vagabond.,/u7fYH6UwKU1jFXSYHYccXCHeXUg.jpg,,"A mere second at its shortest, a whole lifetime at its longest.",Released,1.2611,7.292,125
mov_tmdb_566927,566927,tt9208444,Q54868265,Impractical Jokers: The Movie,92,en,The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,/kTHzM6pPIjs4LHX33thyZpnKiOP.jpg,http://www.ImpracticalJokerstheMovie.com,10 challenges. 3 tickets. 1 wild ride.,Released,1.7707,6.59,161
mov_tmdb_592834,592834,tt8242084,Q58814579,My Spy,99,en,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,http://www.stxfilms.com/myspy/,Almost totally in control.,Released,4.0581,6.861,1392
mov_tmdb_430155,430155,tt6087226,Q28180653,Кома,110,ru,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",/1hVEsBS4vnozB1yAsMiqW0IMxyp.jpg,,Wake up to save everyone,Released,3.4925,6.4,635
mov_tmdb_830704,830704,tt15397862,,Antarctica,45,en,"Antarctica is the most extreme continent on our planet—higher, colder, and even drier than any other on Earth, and although it is thousands of miles away, what happens here affects every single one of us.",/9pvPa9j32F4J1uG9ijrjKmWbIyN.jpg,http://antarcticafilm.com,What happens here affects us all,Released,1.0708,6.3,3
mov_tmdb_634649,634649,tt10872600,Q68934496,Spider-Man: No Way Home,148,en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,https://www.sonypictures.com/movies/spidermannowayhome,The Multiverse unleashed.,Released,50.0784,7.934,22181
mov_tmdb_779029,779029,tt13462900,Q107273994,长津湖,178,zh,"Korean War, winter 1950. In the frozen and snowy area of Changjin Lake, a bloody battle is about to begin between the elite troops of the United States and China.",/iXvAlIo4DPLBiraC2KLu4977Wo2.jpg,,Do they fall out of the goddamn sky?,Released,2.4221,6.326,152
mov_tmdb_758891,758891,tt13364790,Q105221616,你好，李焕英,128,zh,"Devastated after her mom's serious accident and grief-stricken because she hasn't become the daughter she wanted to be for her mother, a Chinese woman finds herself transported back in time to the year 1981, where she meets her younger mother before she was her mom.",/31W7qLEMqQKgdCeCtV9EbVi3bwG.jpg,,,Released,1.3877,7.032,172
mov_tmdb_370172,370172,tt2382320,Q21534241,No Time to Die,163,en,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,https://mgm.com/movies/no-time-to-die,The mission that changes everything begins…,Released,11.7019,7.338,7183
mov_tmdb_385128,385128,tt5433138,Q29466808,F9,143,en,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,/deEmLILTPejEb6OGsXRJ5MCvyDW.jpg,https://www.uphe.com/movies/f9-the-fast-saga,Not all blood is family.,Released,7.4609,6.993,7751
mov_tmdb_602666,602666,tt10370822,Q85877683,唐人街探案3,136,zh,"Tang Ren and Qin Feng travel to Japan to investigate the death of a mafia head. As they suspect foul play, they engage in a battle of wits against foreign detectives.",/jPF7uzdrJ3gynLAgNdCG9CevqAS.jpg,,,Released,3.1084,5.63,115
mov_tmdb_580489,580489,tt7097896,Q60498064,Venom: Let There Be Carnage,97,en,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg,https://www.venom.movie,You are what you eat.,Released,9.7435,6.742,11225
mov_tmdb_399566,399566,tt5034838,Q56307503,Godzilla vs. Kong,114,en,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,https://www.warnerbros.com/movies/godzilla-vs-kong,One will fall.,Released,8.7863,7.534,10685
mov_tmdb_566525,566525,tt9376612,Q65768589,Shang-Chi and the Legend of the Ten Rings,132,en,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,/9f2Q0U3IOsLgrI2HkvldwSABZy5.jpg,https://www.marvel.com/movies/shang-chi-and-the-legend-of-the-ten-rings,You can't outrun your destiny.,Released,11.743,7.494,10471
mov_tmdb_438631,438631,tt1160419,Q60834962,Dune,155,en,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence - a commodity capable of unlocking humanity's greatest potential - only those who can conquer their fear will survive.",/gDzOcq0pfeCeqMBwKIJlSmQpjkZ.jpg,https://www.warnerbros.com/movies/dune,It begins.,Released,31.494,7.8,15054
mov_tmdb_438695,438695,tt6467266,Q30933418,Sing 2,110,en,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,https://www.illumination.com/movie/sing-2/,Where will your dreams take you?,Released,12.786,7.832,4809
mov_tmdb_524434,524434,tt9032400,Q23894629,Eternals,156,en,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",/lFByFSLV5WDJEv3KabbdAF959F2.jpg,https://www.marvel.com/movies/eternals,In the beginning...,Released,10.3755,6.77,9213
mov_tmdb_497698,497698,tt3480822,Q23894626,Black Widow,134,en,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,https://www.marvel.com/movies/black-widow,Her world. Her secrets. Her legacy.,Released,12.6502,7.165,11317
mov_tmdb_550988,550988,tt6264654,Q38685497,Free Guy,115,en,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",/dxraF0qPr1OEgJk17ltQTO84kQF.jpg,https://www.20thcenturystudios.com/movies/free-guy,Life's too short to be a background character.,Released,11.3129,7.452,9909
mov_tmdb_520763,520763,tt8332922,Q53911403,A Quiet Place Part II,97,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,https://www.aquietplacemovie.com,Silence is not enough.,Released,9.6037,7.432,7462
mov_tmdb_591273,591273,tt6566576,Q62066191,Fear Street: 1994,108,en,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",/9J9Wy39ZjrVmfk7yMkulpcI5sy0.jpg,https://www.netflix.com/title/81325689,Face the evil.,Released,4.2624,6.691,2678
mov_tmdb_568124,568124,tt2953050,Q103372692,Encanto,102,en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,https://movies.disney.com/encanto,There's a little magic in all of us...almost all of us.,Released,11.8149,7.566,10257
mov_tmdb_337404,337404,tt3228774,Q24284363,Cruella,134,en,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",/hjS9mH8KvRiGHgjk6VUZH7OT0Ng.jpg,https://movies.disney.com/cruella,Hello cruel world.,Released,15.2936,7.972,10131
mov_tmdb_451048,451048,tt0870154,Q24285605,Jungle Cruise,127,en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",/yKy9ELL8CON5sqDg4yIvBb5LTZL.jpg,https://movies.disney.com/jungle-cruise,Only one adventure gets this wild.,Released,6.7975,7.285,6212
mov_tmdb_423108,423108,tt7069210,Q64145552,The Conjuring: The Devil Made Me Do It,111,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,http://www.theconjuringmovie.net,The demonic case that shocked America.,Released,9.8548,7.347,6584
mov_tmdb_425909,425909,tt4513678,Q61883088,Ghostbusters: Afterlife,124,en,"When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",/sg4xJaufDiQl7caFEskBtQXfD4x.jpg,https://ghostbusters.com/,Discover the past. Save the future.,Released,6.1777,7.32,5198
mov_tmdb_503736,503736,tt0993840,Q65648534,Army of the Dead,148,en,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",/gCIsRxzcxvmuLYeAvWgoOuSxszF.jpg,https://www.netflix.com/title/81046394,Survivors take all.,Released,6.417,6.197,4450
mov_tmdb_436969,436969,tt6334354,Q57317060,The Suicide Squad,132,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",/q61qEyssk2ku3okWICKArlAdhBn.jpg,https://www.thesuicidesquad.net,They’re dying to save the world.,Released,16.9285,7.459,9661
mov_tmdb_379686,379686,tt3554046,Q56850065,Space Jam: A New Legacy,115,en,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,https://www.spacejam.com,Welcome to the Jam!,Released,6.7087,6.64,4242
mov_tmdb_624860,624860,tt10838180,Q80322391,The Matrix Resurrections,148,en,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,https://www.whatisthematrix.com,Return to the Source.,Released,8.91,6.327,6541
mov_tmdb_644495,644495,tt11214590,Q105549749,House of Gucci,158,en,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",/oJCQjD2byiVF1EG408F9dBn9ndU.jpg,https://www.mgm.com/movies/gucci,A legacy worth killing for.,Released,5.1773,6.563,3463
mov_tmdb_522478,522478,tt8376234,Q61951873,Peter Rabbit 2: The Runaway,93,en,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg,https://www.peterrabbit-movie.com/,The garden was just the beginning.,Released,3.9,7.039,898
mov_tmdb_459151,459151,tt6932874,Q11640531,The Boss Baby: Family Business,107,en,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,https://www.dreamworks.com/movies/the-boss-baby-2,Playtime is over.,Released,6.9816,7.326,2695
mov_tmdb_675445,675445,tt11832046,Q97609238,PAW Patrol: The Movie,86,en,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,https://www.pawpatrol.movie,"No Movie's too big, no Pup's too small.",Released,8.9171,7.334,1275
